epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_contrastive_loss,val_contrastive_loss,learning_rate,contrastive_weight,epoch_time,timestamp
18,0.6470121783869607,0.5682057589292526,98.06818181818181,99.0909090909091,0.1324802049036537,0.0,0.0001,0.1,36.20633935928345,2025-07-11 20:15:17
19,0.6300722530909947,0.5707327127456665,98.97727272727273,100.0,0.1270747442862817,0.0,0.0001,0.1,35.96895480155945,2025-07-11 20:15:53
20,0.6488102461610522,0.5594461858272552,97.5,99.0909090909091,0.10781804671777147,0.0,0.0001,0.1,35.618130683898926,2025-07-11 20:16:28
21,0.6260559750454766,0.5515181124210358,98.63636363636364,100.0,0.08342203005616154,0.0,0.0001,0.1,36.14813041687012,2025-07-11 20:17:05
22,0.6078117149216788,0.5691011250019073,99.43181818181819,99.0909090909091,0.0912965132987925,0.0,0.0001,0.1,36.19160270690918,2025-07-11 20:17:41
23,0.6126649379730225,0.5348032414913177,99.31818181818181,100.0,0.07653822829680783,0.0,0.0001,0.1,36.656960010528564,2025-07-11 20:18:17
24,0.6035986223391124,0.5491687804460526,99.31818181818181,100.0,0.06623220922691482,0.0,0.0001,0.1,36.63602900505066,2025-07-11 20:18:54
25,0.6045634640114648,0.609003558754921,99.20454545454545,97.27272727272727,0.06860390890921865,0.0,0.0001,0.1,35.8719437122345,2025-07-11 20:19:30
26,0.5811922465051923,0.5618665665388107,99.77272727272727,99.0909090909091,0.06622919413660254,0.0,0.0001,0.1,37.09536647796631,2025-07-11 20:20:07
27,0.5853637712342399,0.5443144738674164,99.43181818181819,100.0,0.05266369440193687,0.0,0.0001,0.1,37.410367250442505,2025-07-11 20:20:45
28,0.5886138187987464,0.5621306449174881,99.54545454545455,99.0909090909091,0.05285612613494907,0.0,0.0001,0.1,37.20044279098511,2025-07-11 20:21:22
29,0.5762178983007159,0.5345061123371124,99.77272727272727,100.0,0.05255849047430924,0.0,0.0001,0.1,37.34097075462341,2025-07-11 20:21:59
30,0.5736258306673595,0.5375248193740845,99.88636363636364,100.0,0.04753973175372396,0.0,0.0001,0.1,36.87081742286682,2025-07-11 20:22:36
31,0.5834579936095646,0.535488948225975,99.54545454545455,100.0,0.04403100821322629,0.0,0.0001,0.1,37.46650457382202,2025-07-11 20:23:13
32,0.5821174340588706,0.527389869093895,99.6590909090909,100.0,0.04318417588781033,0.0,0.0001,0.1,37.59022259712219,2025-07-11 20:23:51
33,0.5694402818168912,0.5263934582471848,100.0,100.0,0.040351497674626965,0.0,0.0001,0.1,37.32851195335388,2025-07-11 20:24:28
34,0.5700495264359883,0.5277676731348038,99.88636363636364,100.0,0.03376313205808401,0.0,0.0001,0.1,38.211686849594116,2025-07-11 20:25:07
35,0.5695527004344123,0.5488814562559128,99.6590909090909,98.18181818181819,0.04677525847884161,0.0,0.0001,0.1,36.85550355911255,2025-07-11 20:25:44
36,0.5848164579698018,0.5641601532697678,98.97727272727273,97.27272727272727,0.04847104847431183,0.0,0.0001,0.1,37.14306116104126,2025-07-11 20:26:21
37,0.5634739995002747,0.5328015685081482,99.6590909090909,100.0,0.04171583821464862,0.0,0.0001,0.1,38.102657318115234,2025-07-11 20:26:59
38,0.5620813731636319,0.5234967023134232,99.77272727272727,100.0,0.03636132639699748,0.0,0.0001,0.1,37.33510708808899,2025-07-11 20:27:36
39,0.5611437963587897,0.5286402702331543,100.0,100.0,0.03977326609726463,0.0,0.0001,0.1,38.62578368186951,2025-07-11 20:28:15
40,0.5661033349377769,0.5441882312297821,99.6590909090909,99.0909090909091,0.033685210293957164,0.0,0.0001,0.1,37.82721996307373,2025-07-11 20:28:53
41,0.5522554261343819,0.5207951217889786,100.0,100.0,0.033736640720495155,0.0,0.0001,0.1,38.9672486782074,2025-07-11 20:29:32
42,0.5642449749367577,0.5256818383932114,99.77272727272727,100.0,0.02525943803734013,0.0,0.0001,0.1,39.67728781700134,2025-07-11 20:30:11
43,0.5525267762797219,0.5153252333402634,99.88636363636364,100.0,0.02749608869531325,0.0,0.0001,0.1,37.37735104560852,2025-07-11 20:30:49
44,0.5571825823613575,0.5176711976528168,99.77272727272727,100.0,0.026208254708243266,0.0,0.0001,0.1,38.39958739280701,2025-07-11 20:31:27
45,0.5537433390106473,0.5183005630970001,99.77272727272727,100.0,0.02851750355746065,0.0,0.0001,0.1,37.902207136154175,2025-07-11 20:32:05
46,0.5503207679305758,0.520721897482872,100.0,100.0,0.02309263437720282,0.0,0.0001,0.1,38.244503021240234,2025-07-11 20:32:43
47,0.5614780762365886,0.51771579682827,99.54545454545455,100.0,0.024636097584984133,0.0,0.0001,0.1,37.64209461212158,2025-07-11 20:33:21
48,0.5582358900989804,0.519984170794487,99.77272727272727,100.0,0.025634725711175373,0.0,0.0001,0.1,38.29496669769287,2025-07-11 20:33:59
49,0.5506454365594047,0.5729808062314987,100.0,98.18181818181819,0.023969072183328017,0.0,5e-05,0.1,37.36454105377197,2025-07-11 20:34:37
50,0.5465365414108548,0.5148041248321533,100.0,100.0,0.029621191256280457,0.0,5e-05,0.1,37.14843702316284,2025-07-11 20:35:14
51,0.5477662341935294,0.5174582898616791,100.0,100.0,0.02906804984169347,0.0,5e-05,0.1,37.71112680435181,2025-07-11 20:35:52
52,0.5456285689558301,0.5157329738140106,100.0,100.0,0.02253599331847259,0.0,5e-05,0.1,38.288780212402344,2025-07-11 20:36:30
53,0.5468510921512332,0.519485130906105,100.0,100.0,0.0230983185714909,0.0,5e-05,0.1,37.27991509437561,2025-07-11 20:37:07
54,0.5447652190923691,0.5167943090200424,100.0,100.0,0.021940972123827254,0.0,5e-05,0.1,37.375067949295044,2025-07-11 20:37:45
55,0.5495871028729847,0.5172585994005203,100.0,100.0,0.020939818982567106,0.0,5e-05,0.1,37.77218770980835,2025-07-11 20:38:22
56,0.5454763684953962,0.5172396004199982,100.0,100.0,0.02241713593580893,0.0,2.5e-05,0.1,37.16839027404785,2025-07-11 20:39:00
57,0.5445326800857272,0.5143662244081497,100.0,100.0,0.02315678134826677,0.0,2.5e-05,0.1,37.993693590164185,2025-07-11 20:39:38
58,0.5423925199678966,0.5189055651426315,100.0,100.0,0.020484410658744828,0.0,2.5e-05,0.1,37.55289316177368,2025-07-11 20:40:15
