epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_contrastive_loss,val_contrastive_loss,learning_rate,contrastive_weight,epoch_time,timestamp
1,2.2360555018697466,2.078559786081314,20.0,20.0,2.3099088030202046,0.0,0.0001,0.0,39.36978054046631,2025-07-11 21:24:09
2,1.9473967552185059,1.819339632987976,30.454545454545453,26.363636363636363,2.0844242785658156,0.0,0.0001,0.010000000000000002,40.34156894683838,2025-07-11 21:24:49
3,1.7691498867103033,1.7096704542636871,36.81818181818182,32.72727272727273,1.8943794412272317,0.0,0.0001,0.020000000000000004,38.10701107978821,2025-07-11 21:25:27
4,1.5975271378244673,1.3266524970531464,46.25,54.54545454545455,1.6915429532527924,0.0,0.0001,0.03,38.89332556724548,2025-07-11 21:26:06
5,1.4008589046342033,1.4332361817359924,55.79545454545455,56.36363636363637,1.237680822610855,0.0,0.0001,0.04000000000000001,39.316285848617554,2025-07-11 21:26:46
6,1.293301910161972,0.9846513271331787,60.79545454545455,80.9090909090909,0.9754596714462552,0.0,0.0001,0.05,39.58882403373718,2025-07-11 21:27:25
7,1.1886709673064095,0.9116784781217575,67.8409090909091,81.81818181818181,0.8935080532516751,0.0,0.0001,0.06,39.47796440124512,2025-07-11 21:28:05
8,1.0943809577396937,0.7918853312730789,73.4090909090909,96.36363636363636,0.7592309841087886,0.0,0.0001,0.06999999999999999,40.29615592956543,2025-07-11 21:28:45
9,1.0098158035959517,0.8315263092517853,81.70454545454545,87.27272727272727,0.6346991860440799,0.0,0.0001,0.08000000000000002,40.61679744720459,2025-07-11 21:29:26
10,0.9170430643217904,0.6259541064500809,86.81818181818181,100.0,0.565245295209544,0.0,0.0001,0.09000000000000001,40.13263773918152,2025-07-11 21:30:06
11,0.9233393626553672,0.727269247174263,85.68181818181819,92.72727272727273,0.4079974139375346,0.0,0.0001,0.1,41.17930293083191,2025-07-11 21:30:47
12,0.8105559796094894,0.6608531475067139,91.02272727272727,98.18181818181819,0.3501612277967589,0.0,0.0001,0.1,37.896557331085205,2025-07-11 21:31:25
13,0.7626712258372988,0.5926582962274551,94.0909090909091,100.0,0.2874343139784677,0.0,0.0001,0.1,39.834161043167114,2025-07-11 21:32:05
14,0.7355111858674458,0.7609568238258362,94.20454545454545,88.18181818181819,0.268548027745315,0.0,0.0001,0.1,40.29156947135925,2025-07-11 21:32:46
15,0.6858083839927401,0.6145681738853455,96.5909090909091,100.0,0.24049478875739233,0.0,0.0001,0.1,39.216963052749634,2025-07-11 21:33:25
16,0.6583598596709115,0.5762634128332138,97.8409090909091,100.0,0.18303983232804708,0.0,0.0001,0.1,39.47700905799866,2025-07-11 21:34:04
17,0.6639321488993508,0.5801108777523041,97.1590909090909,100.0,0.15375763643532991,0.0,0.0001,0.1,39.528640270233154,2025-07-11 21:34:44
18,0.6436862583671298,0.5654037296772003,98.63636363636364,100.0,0.1472182119531291,0.0,0.0001,0.1,39.96197319030762,2025-07-11 21:35:24
19,0.6503948931183133,0.5580390393733978,98.06818181818181,100.0,0.11276892279939991,0.0,0.0001,0.1,40.4279580116272,2025-07-11 21:36:04
20,0.640273351754461,0.5886776298284531,98.75,99.0909090909091,0.09397618086742503,0.0,0.0001,0.1,39.48749613761902,2025-07-11 21:36:44
21,0.6200154615300042,0.5535037517547607,99.20454545454545,100.0,0.10094987454691104,0.0,0.0001,0.1,39.37945222854614,2025-07-11 21:37:23
22,0.6086500734090805,0.5602445751428604,99.77272727272727,100.0,0.09879526722111873,0.0,0.0001,0.1,39.9373083114624,2025-07-11 21:38:03
23,0.5964024428810392,0.5447035580873489,99.88636363636364,100.0,0.08409189412902508,0.0,0.0001,0.1,40.83875584602356,2025-07-11 21:38:44
24,0.601870481457029,0.5501353740692139,99.54545454545455,100.0,0.06325710245541163,0.0,0.0001,0.1,38.57311749458313,2025-07-11 21:39:23
25,0.6031945496797562,0.5556250512599945,99.20454545454545,100.0,0.06945864616760186,0.0,0.0001,0.1,39.576523303985596,2025-07-11 21:40:02
26,0.587549335190228,0.5494604408740997,99.77272727272727,100.0,0.061762520245143344,0.0,0.0001,0.1,39.69238877296448,2025-07-11 21:40:42
27,0.58199171934809,0.5745961964130402,100.0,98.18181818181819,0.06696824676224164,0.0,0.0001,0.1,39.750020265579224,2025-07-11 21:41:22
28,0.5931137587342944,0.5416697859764099,99.6590909090909,100.0,0.057121050876698325,0.0,0.0001,0.1,39.89111566543579,2025-07-11 21:42:02
29,0.5753187026296344,0.5378061830997467,99.77272727272727,100.0,0.05112984111266477,0.0,0.0001,0.1,40.01297187805176,2025-07-11 21:42:42
30,0.5756384666476931,0.5468783974647522,99.88636363636364,100.0,0.04164462835927095,0.0,0.0001,0.1,39.255390882492065,2025-07-11 21:43:21
31,0.5748320711510522,0.527281790971756,99.77272727272727,100.0,0.044626776328576465,0.0,0.0001,0.1,39.14613747596741,2025-07-11 21:44:00
32,0.5756605075938361,0.5328925997018814,99.77272727272727,100.0,0.048449969318296225,0.0,0.0001,0.1,39.01908087730408,2025-07-11 21:44:39
33,0.5687475459916251,0.5306397080421448,100.0,100.0,0.04056565323844552,0.0,0.0001,0.1,39.312671184539795,2025-07-11 21:45:19
34,0.5635537100689751,0.5211813002824783,99.77272727272727,100.0,0.03200438525527716,0.0,0.0001,0.1,39.240012407302856,2025-07-11 21:45:58
35,0.5573243903262275,0.5287584066390991,100.0,100.0,0.04146896781665938,0.0,0.0001,0.1,38.68512296676636,2025-07-11 21:46:37
36,0.563516086765698,0.5233728438615799,100.0,100.0,0.038411630650183985,0.0,0.0001,0.1,38.52377986907959,2025-07-11 21:47:15
37,0.5604022698743003,0.5271032005548477,99.88636363636364,100.0,0.03503915487921664,0.0,0.0001,0.1,38.08704924583435,2025-07-11 21:47:53
38,0.5587697689022336,0.5279647558927536,100.0,100.0,0.03779469230877502,0.0,0.0001,0.1,37.42566514015198,2025-07-11 21:48:31
39,0.5578348381178719,0.5249503701925278,99.88636363636364,100.0,0.0389779883969043,0.0,0.0001,0.1,37.21215510368347,2025-07-11 21:49:08
40,0.5615022267614093,0.5277364552021027,99.88636363636364,100.0,0.03101180793185319,0.0,5e-05,0.1,37.13583517074585,2025-07-11 21:49:45
41,0.5504690813166755,0.5217200070619583,100.0,100.0,0.026596749600555216,0.0,5e-05,0.1,38.27458453178406,2025-07-11 21:50:23
42,0.557575387614114,0.5208014994859695,100.0,100.0,0.02775481649275337,0.0,5e-05,0.1,37.87372589111328,2025-07-11 21:51:01
43,0.5506888457706997,0.5202866196632385,100.0,100.0,0.026526255466576134,0.0,5e-05,0.1,38.05210852622986,2025-07-11 21:51:39
44,0.5494632422924042,0.5195632874965668,100.0,100.0,0.027466988523623774,0.0,5e-05,0.1,36.7621750831604,2025-07-11 21:52:16
45,0.5525524829115186,0.5193428546190262,100.0,100.0,0.02498326137928026,0.0,5e-05,0.1,37.31316423416138,2025-07-11 21:52:54
46,0.5505168735980988,0.5202517658472061,100.0,100.0,0.02286605317411678,0.0,5e-05,0.1,36.757994651794434,2025-07-11 21:53:30
47,0.552074630345617,0.518572211265564,100.0,100.0,0.028035149443894625,0.0,5e-05,0.1,36.95450949668884,2025-07-11 21:54:07
48,0.5501247452838081,0.5211601555347443,99.88636363636364,100.0,0.02323447330854833,0.0,5e-05,0.1,38.56701469421387,2025-07-11 21:54:46
49,0.550342246890068,0.5190969258546829,100.0,100.0,0.023136604510779892,0.0,5e-05,0.1,36.86051797866821,2025-07-11 21:55:23
50,0.548281905906541,0.5162660032510757,100.0,100.0,0.02544907633481281,0.0,5e-05,0.1,37.45291352272034,2025-07-11 21:56:00
51,0.5511365681886673,0.5212547332048416,100.0,100.0,0.0341337057761848,0.0,5e-05,0.1,36.01513934135437,2025-07-11 21:56:36
52,0.5491882881947926,0.5164636224508286,100.0,100.0,0.02589027543685266,0.0,5e-05,0.1,36.533287048339844,2025-07-11 21:57:13
53,0.5495059405054364,0.5204854309558868,100.0,100.0,0.027431910325373923,0.0,5e-05,0.1,36.54781436920166,2025-07-11 21:57:49
54,0.5485548973083496,0.5155446976423264,100.0,100.0,0.02193137045417513,0.0,5e-05,0.1,35.8182213306427,2025-07-11 21:58:25
55,0.5512554858412061,0.5201652348041534,99.88636363636364,100.0,0.021414548125384108,0.0,5e-05,0.1,35.7395715713501,2025-07-11 21:59:01
56,0.5469360287700381,0.5147668570280075,100.0,100.0,0.021059395080166205,0.0,5e-05,0.1,37.200982093811035,2025-07-11 21:59:38
57,0.5494219213724136,0.5181980282068253,100.0,100.0,0.02237345587595233,0.0,5e-05,0.1,36.41002631187439,2025-07-11 22:00:15
58,0.5474890874964851,0.5159552246332169,100.0,100.0,0.023647747867341553,0.0,5e-05,0.1,35.71643400192261,2025-07-11 22:00:50
59,0.5396359392574855,0.5127453953027725,100.0,100.0,0.022453300388795987,0.0,5e-05,0.1,35.94547653198242,2025-07-11 22:01:26
60,0.5432079370532717,0.5192116051912308,100.0,100.0,0.02142087190545031,0.0,5e-05,0.1,36.786983251571655,2025-07-11 22:02:03
61,0.5462343650204795,0.5161489546298981,100.0,100.0,0.022847861982882023,0.0,5e-05,0.1,36.82559037208557,2025-07-11 22:02:40
62,0.5437767165047782,0.5139870643615723,100.0,100.0,0.021636469223137413,0.0,5e-05,0.1,35.81669640541077,2025-07-11 22:03:16
