epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_contrastive_loss,val_contrastive_loss,learning_rate,contrastive_weight,epoch_time,timestamp
1,2.237282471997397,2.083420366048813,20.0,18.181818181818183,2.3179722939218794,0.0,0.0001,0.0,40.79395365715027,2025-07-11 20:43:02
2,1.97550544994218,1.9410733878612518,30.227272727272727,12.727272727272727,2.087514523948942,0.0,0.0001,0.010000000000000002,40.474806785583496,2025-07-11 20:43:42
3,1.7599047677857536,1.5377723574638367,36.70454545454545,40.0,1.8626954810959953,0.0,0.0001,0.020000000000000004,40.79434609413147,2025-07-11 20:44:23
4,1.5509040313107627,1.1931302547454834,50.22727272727273,78.18181818181819,1.6454721135752541,0.0,0.0001,0.03,41.18128490447998,2025-07-11 20:45:04
5,1.3425662772996085,1.1690171360969543,60.11363636363637,67.27272727272727,1.1865033102887017,0.0,0.0001,0.04000000000000001,40.60856103897095,2025-07-11 20:45:45
6,1.1942405274936132,0.9787787348031998,68.63636363636364,81.81818181818181,0.989338008420808,0.0,0.0001,0.05,40.61545372009277,2025-07-11 20:46:26
7,1.1094625209059035,1.0942595601081848,74.77272727272727,66.36363636363636,0.8898083141871861,0.0,0.0001,0.06,40.5283317565918,2025-07-11 20:47:06
8,1.0696070066520147,0.7277417629957199,77.72727272727273,96.36363636363636,0.7553296323333468,0.0,0.0001,0.06999999999999999,40.76777482032776,2025-07-11 20:47:47
9,0.9876325790371213,0.6459924131631851,82.04545454545455,98.18181818181819,0.6287649050354958,0.0,0.0001,0.08000000000000002,40.68523335456848,2025-07-11 20:48:28
10,0.8617963812180928,0.675159141421318,89.54545454545455,95.45454545454545,0.5756193505866187,0.0,0.0001,0.09000000000000001,40.88633728027344,2025-07-11 20:49:09
11,0.8427227075610842,0.6186982840299606,89.88636363636364,99.0909090909091,0.41005089825817514,0.0,0.0001,0.1,39.2837028503418,2025-07-11 20:49:48
12,0.7906146964856556,0.9489782452583313,92.1590909090909,79.0909090909091,0.37725246750882696,0.0,0.0001,0.1,40.21383500099182,2025-07-11 20:50:28
13,0.7285907438823155,0.5929047167301178,94.43181818181819,100.0,0.2903087069945676,0.0,0.0001,0.1,39.32805275917053,2025-07-11 20:51:07
14,0.712405223931585,0.5890406966209412,96.13636363636364,100.0,0.24793922661670617,0.0,0.0001,0.1,39.521907329559326,2025-07-11 20:51:47
15,0.6668902805873326,0.5984848290681839,97.95454545454545,99.0909090909091,0.21278160331504686,0.0,0.0001,0.1,41.399922609329224,2025-07-11 20:52:29
16,0.6570407024451664,0.5741353780031204,97.61363636363636,100.0,0.15058268713099615,0.0,0.0001,0.1,40.949073791503906,2025-07-11 20:53:10
17,0.6526559335844857,0.572017177939415,97.72727272727273,100.0,0.13755590894392558,0.0,0.0001,0.1,40.63343811035156,2025-07-11 20:53:50
18,0.6234118895871299,0.5716300010681152,99.43181818181819,99.0909090909091,0.11575700981276375,0.0,0.0001,0.1,41.28858423233032,2025-07-11 20:54:32
19,0.6282819019896644,0.5614596009254456,98.97727272727273,99.0909090909091,0.1097461845991867,0.0,0.0001,0.1,40.64893388748169,2025-07-11 20:55:12
20,0.6337948590517044,0.5527992844581604,98.63636363636364,100.0,0.08792018304978098,0.0,0.0001,0.1,41.54002833366394,2025-07-11 20:55:54
21,0.6238642249788556,0.5526526719331741,98.86363636363636,100.0,0.07723795675805636,0.0,0.0001,0.1,41.52795147895813,2025-07-11 20:56:35
22,0.5984487150396619,0.5725532174110413,99.6590909090909,97.27272727272727,0.07894687208213977,0.0,0.0001,0.1,39.57221698760986,2025-07-11 20:57:15
23,0.6039236996855054,0.5461313277482986,99.31818181818181,100.0,0.07563977522243347,0.0,0.0001,0.1,39.36013221740723,2025-07-11 20:57:55
24,0.5998966587441308,0.5416935235261917,99.54545454545455,100.0,0.06472194434276649,0.0,0.0001,0.1,41.47421956062317,2025-07-11 20:58:36
25,0.5999601845230375,0.5483963936567307,99.54545454545455,100.0,0.060957442702991624,0.0,0.0001,0.1,40.12532997131348,2025-07-11 20:59:16
26,0.5795727946928569,0.5543346703052521,100.0,99.0909090909091,0.04899023872401033,0.0,0.0001,0.1,40.30157399177551,2025-07-11 20:59:57
27,0.583150578396661,0.5532965660095215,99.77272727272727,99.0909090909091,0.05378531305385487,0.0,0.0001,0.1,40.22142457962036,2025-07-11 21:00:37
